"annotation_id","annotator","categories","comment","created_at","id","lead_time","rating","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки" 
1789,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо огромное специалисту за оперативность и профессионализм. ","2025-05-13T10:16:26.060275Z",3919349,4.619,5,"2025-05-13T10:16:26.060275Z","","","","",""
1788,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Напор стал хорошим,  спасибо ","2025-05-13T10:16:20.251439Z",3919367,2.038,5,"2025-05-13T10:16:20.251439Z","","","","",""
1787,"1","Вопрос решен","Спасибо.","2025-05-13T10:16:14.607779Z",3919405,2.267,5,"2025-05-13T10:16:14.607779Z","","","","",""
1786,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Благодарю за качественную и оперативную работу сотрудников УК! С наилучшими пожеланиями к Вам!🙌🏻","2025-05-13T10:16:11.224018Z",3919407,2.51,5,"2025-05-13T10:16:11.224018Z","","","","",""
1785,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Все отлично! Спасибо за быстрое устранение проблемы)","2025-05-13T10:16:07.672209Z",3919607,1.782,5,"2025-05-13T10:16:07.672209Z","","","","",""
1784,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо! ","2025-05-13T10:16:04.757810Z",3919649,0.961,5,"2025-05-13T10:16:04.757810Z","","","","",""
1783,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Оперативно среагировали, пришло большое количество строителей и помогли убрать всю воду. ","2025-05-13T10:16:02.789442Z",3919776,1.45,5,"2025-05-13T10:16:02.789442Z","","","","",""
1782,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо большое","2025-05-13T10:15:59.649722Z",3919846,1.163,5,"2025-05-13T10:15:59.649722Z","","","","",""
1781,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Виталик молодец. ","2025-05-13T10:15:57.206843Z",3919877,1.518,5,"2025-05-13T10:15:57.207843Z","","","","",""
1780,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо большое, что все быстро починили!!! Спасибо за хорошую работу!","2025-05-13T10:15:54.523413Z",3920112,4.137,5,"2025-05-13T10:15:54.523413Z","","","","",""
1779,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Была протечка смесителя в ванной, мастер пришел в течении полу часа, поменял прокладки. Вопрос решен.","2025-05-13T10:15:49.113296Z",3920141,2.252,5,"2025-05-13T10:15:49.113296Z","","","","",""
1778,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Самый лучший клиентский менеджер!!! Всегда идеально решает все вопросы!!!","2025-05-13T10:15:45.482491Z",3920353,2.716,5,"2025-05-13T10:15:45.482491Z","","","","",""
1777,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Быстро устранили проблему ","2025-05-13T10:15:41.506167Z",3920384,3.199,5,"2025-05-13T10:15:41.506167Z","","","","",""
1776,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","заявка выполнена мгновенно 👍","2025-05-13T10:15:36.575952Z",3920419,2.53,5,"2025-05-13T10:15:36.575952Z","","","","",""
1775,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо Татьяне!) Быстро и понятно все объяснила!)","2025-05-13T10:15:32.952631Z",3920519,1.45,5,"2025-05-13T10:15:32.952631Z","","","","",""
1774,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","огромное спасибо","2025-05-13T10:15:30.475039Z",3920540,2.136,5,"2025-05-13T10:15:30.475039Z","","","","",""
1773,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Быстрая реакция на обращение. На данный момент протечек нет.","2025-05-13T10:15:26.765939Z",3920546,2.396,5,"2025-05-13T10:15:26.765939Z","","","","",""
1772,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","благодарю!","2025-05-13T10:15:23.281340Z",3920561,1.148,5,"2025-05-13T10:15:23.281340Z","","","","",""
1771,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо большое","2025-05-13T10:15:20.406552Z",3920710,1.026,5,"2025-05-13T10:15:20.406552Z","","","","",""
1770,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо! ","2025-05-13T10:15:18.176992Z",3920756,2.147,5,"2025-05-13T10:15:18.176992Z","","","","",""
1769,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Вопрос был решен оперативно . Спасибо как сантехнику , так и менеджеру . К сожалению не спросила имена . ","2025-05-13T10:15:13.161824Z",3920898,4.582,5,"2025-05-13T10:15:13.161824Z","","","","",""
1768,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Выполнено быстро и качественно.  Починили перила. ","2025-05-13T10:15:05.670523Z",3920982,3.258,5,"2025-05-13T10:15:05.670523Z","","","","",""
1767,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо за оперативно отработанную заявку","2025-05-13T10:15:01.114015Z",3921006,4.454,5,"2025-05-13T10:15:01.114015Z","","","","",""
1766,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Очень грамотный специалист. Устранил моментально.","2025-05-13T10:14:51.927641Z",3921008,5.212,5,"2025-05-13T10:14:55.585064Z","","","","",""
1765,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо за оперативную уборку! ","2025-05-13T10:14:48.506326Z",3921012,10.244,5,"2025-05-13T10:14:48.506326Z","","","","",""
1764,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Супер","2025-05-13T10:14:36.415307Z",3921056,3.811,5,"2025-05-13T10:14:36.416306Z","","","","",""
1763,"1","Ничего из перечисленного","Проблема решена с дверью,взаимодействие с овд игнорировано.","2025-05-13T10:14:31.197529Z",3921069,14.282,5,"2025-05-13T10:14:31.197529Z","","","","",""
1762,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо большое, очень быстро и оперативно ,мастер классный , отлично знает свою работу","2025-05-13T10:14:15.881566Z",3921087,2.881,5,"2025-05-13T10:14:15.881566Z","","","","",""
1761,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","благодарю!","2025-05-13T10:14:11.769458Z",3921130,1.152,5,"2025-05-13T10:14:11.769458Z","","","","",""
1759,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","было бы 5 звезд, но пришлось действовать через руководство, поэтому четыре. ","2025-05-13T09:20:28.511549Z",3921135,1.263,4,"2025-05-13T09:20:28.511549Z","","","","",""
1758,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","сантехник пришел в течение 20 минут. вежливый. проблему разрешил .","2025-05-13T09:20:26.368757Z",3921169,1.299,5,"2025-05-13T09:20:26.368757Z","","","","",""
1757,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Лучший!","2025-05-13T09:20:24.222320Z",3921214,1.017,5,"2025-05-13T09:20:24.222320Z","","","","",""
1756,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо сегодня возвращался домой и запаха не почувствовал","2025-05-13T09:20:22.163833Z",3921394,4.315,5,"2025-05-13T09:20:22.163833Z","","","","",""
1755,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Электрик прибежал оперативно и отключил сигнал пожарной тревоги. ","2025-05-13T09:20:06.718545Z",3921414,20.59,5,"2025-05-13T09:20:06.718545Z","","","","",""
1754,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Большое спасибо! Очень оперативно 👍🏻💕","2025-05-13T09:19:44.605680Z",3921572,1.457,5,"2025-05-13T09:19:44.605680Z","","","","",""
1753,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Все быстро и оперативно. Спасибо ","2025-05-13T09:19:42.261968Z",3921610,1.372,5,"2025-05-13T09:19:42.261968Z","","","","",""
1752,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Благодарю! ","2025-05-13T09:19:40.009115Z",3921711,0.629,5,"2025-05-13T09:19:40.009115Z","","","","",""
1751,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо за оперативность ","2025-05-13T09:19:38.200720Z",3921766,1.669,5,"2025-05-13T09:19:38.200720Z","","","","",""
1750,"1","Вопрос решен","Проблему устранили, но не сообщили по запросу, сколько потребуется времени на её решение","2025-05-13T09:19:35.724850Z",3921850,9.638,4,"2025-05-13T09:19:35.724850Z","","","","",""
1749,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо за прямую связь со специалистом который смог устранить неисправность!","2025-05-13T09:19:25.139669Z",3921888,2.039,5,"2025-05-13T09:19:25.139669Z","","","","",""
1748,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","проблема решена, теперь всё работает как надо","2025-05-13T09:19:22.234657Z",3921907,3.838,5,"2025-05-13T09:19:22.234657Z","","","","",""
1747,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо 🤗 
","2025-05-13T09:19:17.021282Z",3921924,0.929,5,"2025-05-13T09:19:17.021282Z","","","","",""
1746,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","днём звонили был занят за рулём извините,,,, вечером пришли домой всё пересмотрели проверили вашу информацию спасибо нам всё понятно всё на каждый вопрос Вы ответили!!! спасибо Вам большое.!!!","2025-05-13T09:19:15.262749Z",3922048,8.073,5,"2025-05-13T09:19:15.262749Z","","","","",""
1745,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Большое спасибо. Все нормально работает.","2025-05-13T09:19:06.404956Z",3922180,1.057,5,"2025-05-13T09:19:06.404956Z","","","","",""
1744,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Очень оперативно! всë исправили","2025-05-13T09:19:04.341811Z",3922350,1.936,5,"2025-05-13T09:19:04.341811Z","","","","",""
1743,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Быстро, качествено и оперативно. ","2025-05-13T09:19:01.424648Z",3922395,2.261,5,"2025-05-13T09:19:01.424648Z","","","","",""
1742,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Отзвонились, зафиксировали, дежурный электрик молодец 👏🏻 ","2025-05-13T09:18:58.077709Z",3922415,6.601,5,"2025-05-13T09:18:58.077709Z","","","","",""
1741,"1","Вопрос решен","Спасибо ","2025-05-13T09:18:49.918141Z",3922482,0.591,5,"2025-05-13T09:18:49.918141Z","","","","",""
1740,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","всё очень быстро сделали ","2025-05-13T09:18:48.457258Z",3922505,1.513,5,"2025-05-13T09:18:48.457258Z","","","","",""
1739,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо огромное за быстрое решение моей заявки! 👍","2025-05-13T09:18:46.117448Z",3922516,2.187,5,"2025-05-13T09:18:46.117448Z","","","","",""
1738,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Электрик пришел, все проверил и нам объяснил все. Спасибо большое! ","2025-05-13T09:18:43.144536Z",3922726,1.272,5,"2025-05-13T09:18:43.144536Z","","","","",""
1737,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Только положительные эмоции,специалист очень ответственный,огромная благодарность!","2025-05-13T09:18:40.907612Z",3922770,2.107,5,"2025-05-13T09:18:40.907612Z","","","","",""
1736,"1","Вопрос решен","Откусили конец сгоревшего Ноля. Заменили левый автомат. Будем наблюдать далее.","2025-05-13T09:18:37.965948Z",3922826,11.464,5,"2025-05-13T09:18:37.965948Z","","","","",""
1735,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Мастеру Александру спасибо большое! ","2025-05-13T09:18:25.299227Z",3922849,0.925,5,"2025-05-13T09:18:25.299227Z","","","","",""
1734,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Вежливые, доброжелательные. Разъяснили, подсказали.","2025-05-13T09:18:23.393532Z",3922963,2.173,5,"2025-05-13T09:18:23.393532Z","","","","",""
1733,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Хорошая девушка менеджер ! Очень понятливая и на 100% вошла в положение всех жителей и донесла это до руководства ! Благодарю её! ","2025-05-13T09:18:20.373642Z",3923000,1.226,5,"2025-05-13T09:18:20.373642Z","","","","",""
1732,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо большое за оперативность! Хорошего дня вам! ","2025-05-13T09:18:18.199487Z",3923075,1.918,5,"2025-05-13T09:18:18.199487Z","","","","",""
1731,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Все хорошо !  Быстро пришел мастер сделал все четко . ","2025-05-13T09:18:14.313723Z",3923181,2.975,5,"2025-05-13T09:18:15.376632Z","","","","",""
1730,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Самое главное,оперативно.","2025-05-13T09:18:10.991517Z",3923198,1.707,5,"2025-05-13T09:18:10.991517Z","","","","",""
1729,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","прекрасный мастер ","2025-05-13T09:18:07.809575Z",3923385,0.993,5,"2025-05-13T09:18:07.809575Z","","","","",""
1728,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Сергей Анатольевич, мастер своего дела. Выполнил работу быстро и качественно, спасибо.","2025-05-13T09:18:05.834922Z",3923395,3.827,5,"2025-05-13T09:18:05.834922Z","","","","",""
1727,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Отличный специалист, вопрос решен. Спасибо.","2025-05-13T09:18:01.236282Z",3923512,1.018,5,"2025-05-13T09:18:01.236282Z","","","","",""
1726,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","устранили неполадку очень оперативно и качественно. большое спасибо. ","2025-05-13T09:17:59.162721Z",3923554,3.208,5,"2025-05-13T09:17:59.162721Z","","","","",""
1725,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Сделали после того,как написали в наш город заявки соседи ","2025-05-13T09:17:52.878686Z",3923598,1.862,1,"2025-05-13T09:17:52.878686Z","","","","",""
1724,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Оперативно и быстро,спасибо Сергею!","2025-05-13T09:17:46.594247Z",3923670,1.634,5,"2025-05-13T09:17:46.594247Z","","","","",""
1723,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо!","2025-05-13T09:17:43.873203Z",3923691,2.31,5,"2025-05-13T09:17:43.873203Z","","","","",""
1721,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо) вы классные 🥰","2025-05-13T09:17:37.102396Z",3923717,1.247,5,"2025-05-13T09:17:37.102396Z","","","","",""
1722,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо большое 🌹","2025-05-13T09:17:40.455123Z",3923812,2.222,5,"2025-05-13T09:17:40.455123Z","","","","",""
1720,"1","{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","в лучшем виде ","2025-05-13T09:17:34.732743Z",3923890,3.93,5,"2025-05-13T09:17:34.732743Z","","","","",""
1719,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо!","2025-05-13T09:17:29.227026Z",3923893,1.185,5,"2025-05-13T09:17:29.227026Z","","","","",""
1718,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо за оперативность!","2025-05-13T09:17:26.977774Z",3924164,3.209,5,"2025-05-13T09:17:26.977774Z","","","","",""
1717,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Благодарю за оперативное устранение проблемы! Отдельная благодарность мастеру за подробное разъяснение о причинах отсутствия горячейводы, приятное общение и человеческое отношение!!!","2025-05-13T09:17:22.761376Z",3924204,6.215,5,"2025-05-13T09:17:22.761376Z","","","","",""
1716,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо большое вам за работу!","2025-05-13T09:17:15.547923Z",3924205,1.583,5,"2025-05-13T09:17:15.547923Z","","","","",""
1715,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","все быстро и оперативно 
","2025-05-13T09:17:12.954203Z",3924313,3.356,5,"2025-05-13T09:17:12.954203Z","","","","",""
1714,"1","Вопрос решен","Вопрос решен,ну мусорка снова полная.можно поставить два контейнера? ","2025-05-13T09:17:08.481986Z",3924411,3.492,4,"2025-05-13T09:17:08.481986Z","","","","",""
1713,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо! Не делайте так больше, или хотя бы заранее предупреждайте о раннем отключении воды, чтоб люди с вечера успели её набрать!! ","2025-05-13T09:17:03.161677Z",3924430,7.706,5,"2025-05-13T09:17:03.161677Z","","","","",""
1712,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Приехали быстро. Спасибо!","2025-05-13T09:16:54.297144Z",3924431,3.453,5,"2025-05-13T09:16:54.297144Z","","","","",""
1711,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо!","2025-05-13T09:16:49.278986Z",3924446,0.667,5,"2025-05-13T09:16:49.279986Z","","","","",""
1710,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Всё быстро . Работа выполнена","2025-05-13T09:16:47.578266Z",3924473,1.247,5,"2025-05-13T09:16:47.578266Z","","","","",""
1709,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Благодарю за оперативность! ","2025-05-13T09:16:45.367364Z",3924547,3.356,5,"2025-05-13T09:16:45.367364Z","","","","",""
1708,"1","Вопрос решен","Спасибо ","2025-05-13T09:16:41.141059Z",3924558,1.318,5,"2025-05-13T09:16:41.141059Z","","","","",""
1707,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо, отлично ","2025-05-13T09:16:33.708805Z",3924568,0.948,5,"2025-05-13T09:16:33.708805Z","","","","",""
1706,"1","Вопрос решен","Спасибо","2025-05-13T09:16:31.432996Z",3924595,2.926,5,"2025-05-13T09:16:31.432996Z","","","","",""
1705,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо за быструю реакцию!","2025-05-13T09:16:27.514846Z",3924647,0.927,5,"2025-05-13T09:16:27.514846Z","","","","",""
1704,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Все супер","2025-05-13T09:16:25.661946Z",3924661,0.861,5,"2025-05-13T09:16:25.661946Z","","","","",""
1703,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","все отлично.","2025-05-13T09:16:23.966741Z",3924685,0.749,5,"2025-05-13T09:16:23.966741Z","","","","",""
1702,"1","Вопрос решен","Претензий нет","2025-05-13T09:16:22.178851Z",3924836,0.683,5,"2025-05-13T09:16:22.178851Z","","","","",""
1701,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо большое мастеру, все починил, объяснил! ","2025-05-13T09:16:20.454453Z",3924911,1.311,5,"2025-05-13T09:16:20.454453Z","","","","",""
1700,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо большое всем кто помог решить данную проблему ","2025-05-13T09:16:18.107905Z",3925142,2.375,5,"2025-05-13T09:16:18.107905Z","","","","",""
1699,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо огромное Петрине Оксане Вдадимировне. Из 5 заявок  только она смогла правильно ответить на заявку. А остальных можете увольнять ,работают видно для галочки.","2025-05-13T09:16:14.267864Z",3925271,0.729,5,"2025-05-13T09:16:14.267864Z","","","","",""
1698,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо огромное","2025-05-13T09:16:12.598640Z",3925293,0.782,5,"2025-05-13T09:16:12.598640Z","","","","",""
1697,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Все очень хорошо ","2025-05-13T09:16:10.733243Z",3925338,1.767,5,"2025-05-13T09:16:10.733243Z","","","","",""
1696,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Быстро и четко!))","2025-05-13T09:16:07.882864Z",3925362,1.752,5,"2025-05-13T09:16:07.882864Z","","","","",""
1695,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо за оперативность","2025-05-13T09:16:05.194040Z",3925426,2.454,5,"2025-05-13T09:16:05.194040Z","","","","",""
1694,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","замечательный шутро и быстро сделали Молодец 👍","2025-05-13T09:16:01.419963Z",3925459,1.441,5,"2025-05-13T09:16:01.419963Z","","","","",""
1693,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо!","2025-05-13T09:15:58.905118Z",3925514,0.773,5,"2025-05-13T09:15:58.905118Z","","","","",""
1692,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо. решили оперативно! ","2025-05-13T09:15:57.158707Z",3925547,8.3,5,"2025-05-13T09:15:57.158707Z","","","","",""
1691,"1","{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Быстро качественно ","2025-05-13T09:15:47.838768Z",3925566,2.967,5,"2025-05-13T09:15:47.838768Z","","","","",""
1690,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Отличный специалист! ","2025-05-13T09:15:43.865976Z",3925616,1.118,5,"2025-05-13T09:15:43.865976Z","","","","",""
1689,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо Никита💪","2025-05-13T09:15:41.407564Z",3925656,6.119,5,"2025-05-13T09:15:41.407564Z","","","","",""
1688,"1","Вопрос решен","Спасибо ","2025-05-13T09:15:34.355879Z",3925707,0.857,5,"2025-05-13T09:15:34.355879Z","","","","",""
1687,"1","Вопрос решен","Спасибо ","2025-05-13T09:15:32.699808Z",3925711,0.685,5,"2025-05-13T09:15:32.699808Z","","","","",""
1686,"1","Вопрос решен","Спасибо ","2025-05-13T09:15:31.237565Z",3925724,0.784,5,"2025-05-13T09:15:31.238566Z","","","","",""
1685,"1","{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Оперативно. Очень вежливый сантехник. Приятно было общаться и получить решение проблемы через 25 минут. Спасибо.","2025-05-13T09:15:29.661587Z",3925871,1.937,5,"2025-05-13T09:15:29.661587Z","","","","",""
1684,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо за оперативность.","2025-05-13T09:15:26.868709Z",3925996,1.063,5,"2025-05-13T09:15:26.868709Z","","","","",""
1683,"1","Вопрос решен","Спасибо","2025-05-13T09:15:24.494799Z",3926005,0.633,5,"2025-05-13T09:15:24.494799Z","","","","",""
1682,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Отлично ","2025-05-13T09:15:22.983815Z",3926087,0.476,5,"2025-05-13T09:15:22.983815Z","","","","",""
1681,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо за информацию!","2025-05-13T09:15:21.647422Z",3926222,1.562,5,"2025-05-13T09:15:21.647422Z","","","","",""
1680,"1","Вопрос решен","Очень нравится что стали поливать газон","2025-05-13T09:15:15.062257Z",3926410,3.743,5,"2025-05-13T09:15:15.062257Z","","","","",""
1679,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо!","2025-05-13T09:15:10.034477Z",3926523,0.507,5,"2025-05-13T09:15:10.034477Z","","","","",""
1678,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","мастер супер!!!","2025-05-13T09:15:08.483613Z",3926559,0.823,5,"2025-05-13T09:15:08.483613Z","","","","",""
1677,"1","{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","спасибо большое за скорость","2025-05-13T09:15:06.674587Z",3926660,0.984,5,"2025-05-13T09:15:06.674587Z","","","","",""
1676,"1","{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо дежурному сантехнику","2025-05-13T09:15:04.428344Z",3926685,1.988,5,"2025-05-13T09:15:04.428344Z","","","","",""
1675,"1","{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","Спасибо большое!","2025-05-13T09:15:01.600845Z",3926753,0.859,5,"2025-05-13T09:15:01.600845Z","","","","",""
